 ---
book	text	lemmata
813	iyam te indra girvaṇaḥ	idam tvad indra girvaṇas
813	rātiḥ kṣarati sunvataḥ	rāti kṣar su
813	mandānaḥ asya barhiṣaḥ	mad idam barhis
813	vi rājasi	vi rāj
813	nūnam tat indra daddhi naḥ	nūnam tad indra dā mad
813	yat tvā sunvantaḥ īmahe	yad tvad su ī
813	rayim naḥ citram ā bharā	rayi mad citra ā bhṛ
813	svarvidam	svar vid
813	stotā yat te vicarṣaṇiḥ	stotṛ yat tvad vicarṣaṇi
813	atipraśardhayat giraḥ	atipraśardhay gir
813	vayāḥ iva anu rohate	vayā iva anu ruh
813	juṣanta yat	juṣ yat
813	pratnavat janayā giraḥ	pratna vat janay gir
813	śṛṇudhī jarituḥ havam	śru jaritṛ hava
813	mademade vavakṣithā	mada mada vakṣ
813	sukṛtvane	su kṛtvan
813	krīLanti asya sūnṛtāḥ	krīḍ idam sūnṛtā
813	āpaḥ na pravatā yatīḥ	ap na pravat i
813	ayā dhiyā yaḥ ucyate	idam dhī yad vac
813	patiḥ divaḥ	pati div
813	uta u patiḥ yaḥ ucyate	uta u pati yad vac
813	kṛṣTīnām ekaḥ it vaśī	kṛṣṭi eka id vaśin
813	namovṛdhaiḥ avasyubhiḥ	namas vṛdha avasyu
813	sute raṇa	su ran
813	stuhi śrutam vipaścitam	stu śru vipaścit
813	harī yasya prasakṣiṇā	hari yad prasakṣin
813	gantārā dāśuṣaḥ gṛham	gam dāś gṛha
813	namasvinaḥ	namasvin
813	tūtujānaḥ mahemate	tuj mahemati
813	aśvebhiḥ pruṣitapsubhiḥ	aśva pruṣitapsu
813	ā yāhi yajñam āśubhiḥ	ā yā yajña āśu
813	śam it hi te	śam id hi tvad
813	indra śaviṣTha satpate	indra śaviṣṭha satpati
813	rayim gṛṇatsu dhāraya	rayi gṛ dhāray
813	śravaḥ sūribhyaḥ amṛtam vasutvanam	śravas sūri amṛta vasutvana
813	have tvā sūre udite	hvā tvad sūra udi
813	have madhyaṁdine divaḥ	hvā madhyaṃdina div
813	juṣāṇaḥ indra saptibhiḥ naḥ ā gahi	juṣ indra sapti mad ā gam
813	ā tū gahi pra tu drava	ā tu gam pra tu dru
813	matsvā sutasya gomataḥ	mad su gomat
813	tantum tanuṣva pūrvyam	tantu tan pūrvya
813	yathā vide	yathā vid
813	yat śakra asi parāvati	yat śakra as parāvat
813	yat arvāvati vṛtrahan	yat arvāvat vṛtrahan
813	yat vā samudre andhasaḥ avitā it asi	yat vā samudra andhas avitṛ id as
813	indram vardhantu naḥ giraḥ	indra vṛdh mad gir
813	indram sutāsaḥ indavaḥ	indra su indu
813	indre haviṣmatīḥ viśaḥ	indra haviṣmat viś
813	arāṇiṣuḥ	ran
813	tam it viprāḥ avasyavaḥ	tad id vipra avasyu
813	pravatvatībhiḥ ūtibhiḥ	pravatvat ūti
813	indram kṣoṇīḥ avardhayan	indra kṣoṇī vardhay
813	vayāḥ iva	vayā iva
813	trikadrukeṣu cetanam	trikadruka cetana
813	devāsaḥ yajñam atnata	deva yajña tan
813	tam it vardhantu naḥ giraḥ	tad id vṛdh mad gir
813	sadāvṛdham	sadāvṛdha
813	stotā yat te anuvrataḥ	stotṛ yat tvad anuvrata
813	ukthāni ṛtuthā dadhe	uktha ṛtuthā dhā
813	śuciḥ pāvakaḥ ucyate	śuci pāvaka vac
813	saḥ adbhutaḥ	tad adbhuta
813	tat it rudrasya cetati	tad id rudra cit
813	yahvam pratneṣu dhāmasu	yahva pratna dhāman
813	manaḥ yatrā vi tat dadhuḥ	manas yatra vi tad
813	vicetasaḥ	vicetas
813	yadi me sakhyam āvaraḥ	yadi mad sakhya āvṛ
813	imasya pāhi andhasaḥ	idam pā andhas
813	yena viśvāḥ ati dviṣaḥ	yad viśva ati dviṣ
813	atārima	tṛ
813	kadā te indra girvaṇaḥ	kadā tvad indra girvaṇas
813	stotā bhavāti śaṁtamaḥ	stotṛ bhū śaṃtama
813	kadā naḥ gavye aśvye	kadā mad gavya aśvya
813	vasau dadhaḥ	vasu dhā
813	uta te suṣTutā harī	uta tvad suṣṭuta hari
813	vṛṣaṇā vahataḥ ratham	vṛṣan vah ratha
813	ajuryasya madintamam	ajurya madintama
813	yam īmahe	yad ī
813	tam īmahe puruṣTutam	tad ī puruṣṭuta
813	yahvam pratnābhiḥ ūtibhiḥ	yahva pratna ūti
813	ni barhiṣi priye sadat	ni barhis priya sad
813	adha dvitā	adha dvitā
813	vardhasvā su puruṣTuta	vṛdh su puruṣṭuta
813	ṛṣiṣTutābhiḥ ūtibhiḥ	ṛṣiṣṭuta ūti
813	dhukṣasva pipyuṣīm iṣam	duh pyā iṣ
813	avā ca naḥ	av ca mad
813	indra tvam avitā it asi	indra tvad av id as
813	itthā stuvataḥ adrivaḥ	itthā stu adrivat
813	ṛtāt iyarmi te dhiyam	ṛta ṛch tvad dhī
813	manoyujam	manas yuj
813	iha tyā sadhamādyā	iha tya sadhamādya
813	yujānaḥ somapītaye	yuj soma pīti
813	harī indra pratadvasū	hari indra pratadvasu
813	abhi svara	abhi svar
813	abhi svarantu ye tava	abhi svar yad tvad
813	rudrāsaḥ sakṣata śriyam	rudra sac śrī
813	uta u marutvatīḥ viśaḥ	uta u marutvat viś
813	abhi prayaḥ	abhi prayas
813	imāḥ asya pratūrtayaḥ	idam idam pratūrti
813	padam juṣanta yat divi	pada juṣ yad div
813	nābhā yajñasya sam dadhuḥ	nābhi yajña sam yathā
813	yathā vide	yathā vid
813	ayam dīrghāya cakṣase	idam dīrgha cakṣas
813	prāci prayati adhvare	prāñc pre adhvara
813	mimīte yajñam ānuṣak	mā yajña ānuṣak
813	vicakṣya	vicakṣ
813	vṛṣā ayam indra te rathaḥ	vṛṣan idam indra tvad ratha
813	uta u te vṛṣaṇā harī	uta u tvad vṛṣan hari
813	vṛṣā tvam śatakrato	vṛṣan tvad śatakratu
813	vṛṣā havaḥ	vṛṣan hava
813	vṛṣā grāvā vṛṣā madaḥ	vṛṣan grāvan vṛṣan mada
813	vṛṣā somaḥ ayam sutaḥ	vṛṣan soma idam su
813	vṛṣā yajñaḥ yam invasi	vṛṣan yajña yad inv
813	vṛṣā havaḥ	vṛṣan hava
813	vṛṣā tvā vṛṣaṇam huve	vṛṣan tvad vṛṣan hvā
813	vajrin citrābhiḥ ūtibhiḥ	vajrin citra ūti
813	vāvantha hi pratiṣTutim	van hi pratiṣṭuti
813	vṛṣā havaḥ	vṛṣa hava
 ---
814	yat indra aham yathā tvam	yat indra mad yathā tvad
814	īśīya vasvaḥ ekaḥ it	īś vasu eka id
814	stotā me goṣakhā syāt	stotṛ mad go sakhi as
814	śikṣeyam asmai ditseyam	śikṣ idam dits
814	śacīpate manīṣiṇe	śacīpati manīṣin
814	yat aham gopatiḥ syām	yat mad gopati as
814	dhenuḥ te indra sūnṛtā	dhenu tvad indra sūnṛtā
814	yajamānāya sunvate	yaj su
814	gām aśvam pipyuṣī duhe	go aśva pyā duh
814	na te vartā asti rādhasaḥ	na tvad vartṛ as rādhas
814	indra devaḥ na martyaḥ	indra deva na martya
814	yat ditsasi stutaḥ magham	yat dits stu magha
814	yajñaḥ indram avardhayat	yajña indra vardhay
814	yat bhūmim vi avartayat	yat bhūmi vi vartay
814	cakrāṇaḥ opaśam divi	kṛ opaśa div
814	vāvṛdhānasya te vayam	vṛdh tvad mad
814	viśvā dhanāni jigyuṣaḥ	viśva dhana ji
814	ūtim indra ā vṛṇīmahe	ūti indra vṛ
814	vi antarikṣam atirat	vi antarikṣa tṛ
814	made somasya rocanā	mada soma rocana
814	indraḥ yat abhinat valam	indra yat bhid vala
814	ut gāḥ ājat aṅgirobhyaḥ	ud go aj aṅgiras
814	āviḥ kṛṇvan guhā satīḥ	āviṣkṛ guhā as
814	arvāñcam nunude valam	arvāñc nud vala
814	indreṇa rocanā divaḥ	indra rocana div
814	dṛLhāni dṛṁhitāni ca	dṛh dṛṃhay ca
814	sthirāṇi na parāṇude	sthira na parāṇud
814	apām ūrmiḥ madan iva	ap ūrmi mad iva
814	stomaḥ indra ajirāyate	stoma indra ajirāy
814	vi te madāḥ arājiṣuḥ	vi tvad mada rāj
814	tvam hi stomavardhanaḥ	tvad hi stoma vardhana
814	indra asi ukthavardhanaḥ	indra as uktha vardhana
814	stotṛṛṇām uta bhadrakṛt	stotṛ uta bhadra kṛt
814	indram it keśinā harī	indra id keśin hari
814	somapeyāya vakṣataḥ	soma peya vah
814	upa yajñam surādhasam	upa yajña su rādhas
814	apām phenena namuceḥ	ap phena namuci
814	śiraḥ indra ut avartayaḥ	śiras indra ud vartay
814	viśvāḥ yat ajayaḥ spṛdhaḥ	viśva yat ji spṛdh
814	māyābhiḥ utsisṛpsataḥ	māyā utsisṛps
814	indra dyām ārurukṣataḥ	indra div ārurukṣ
814	ava dasyūn adhūnuthāḥ	ava dasyu dhū
814	asunvām indra saṁsadam	asunva indra saṃsad
814	viṣūcīm vi anāśayaḥ	viṣvañc vi nāśay
814	somapāḥ uttaraḥ bhavan	soma pā uttara bhū
 ---
815	tam u abhi pra gāyata	tad u abhi pra gā
815	puruhūtam puruṣTutam	puruhūta puruṣṭuta
815	indram gīrbhiḥ taviṣam ā vivāsata	indra gir taviṣa ā vivās
815	yasya dvibarhasaḥ bṛhat	yad dvibarhas bṛhat
815	sahaḥ dādhāra rodasī	sahas dhṛ rodasī
815	girīn ajrān apaḥ svar vṛṣatvanā	giri ajra ap svar vṛṣatvana
815	sa rājasi puruṣTuta	tad rāj puruṣṭuta
815	ekaḥ vṛtrāṇi jighnase	eka vṛtra han
815	indra jaitrā śravasyā ca yantave	indra jaitra śravasya ca yam
815	tam te madam gṛṇīmasi	tad tvad mada gṛ
815	vṛṣaṇam pṛtsu sāsahim	vṛṣan pṛt sāsahi
815	ulokakṛtnum adrivaḥ hariśriyam	u loka kṛtnu adrivat hari śrī
815	yena jyotīṁṣi āyave	yad jyotis āyu
815	manave ca viveditha	manu ca vid
815	mandānaḥ asya barhiṣaḥ vi rājasi	mad idam barhis vi rāj
815	tat adyā cit te ukthinaḥ	tad adya cit tvad ukthin
815	anu stuvanti pūrvathā	anu stu pūrvathā
815	vṛṣapatnīḥ apaḥ jayā divedive	vṛṣan patnī ap ji diva diva
815	tava tyat indriyam bṛhat	tvad tya indriya bṛhat
815	tava śuṣmam uta kratum	tvad śuṣma uta kratu
815	vajram śiśāti dhiṣaṇā vareṇyam	vajra śā dhiṣaṇā vareṇya
815	tava dyauḥ indra pauṁsyam	tvad div indra pauṃsya
815	pṛthivī vardhati śravaḥ	pṛthivī vṛdh śravas
815	tvām āpaḥ parvatāsaḥ ca hinvire	tvad ap parvata ca hi
815	tvām viṣṇuḥ bṛhan kṣayaḥ	tvad viṣṇu bṛhat kṣaya
815	mitraḥ gṛṇāti varuṇaḥ	mitra gṛ varuṇa
815	tvām śardhaḥ madati anu mārutam	tvad śardhas mad anu māruta
815	tvam vṛṣā janānām	tvad vṛṣan jana
815	maṁhiṣThaḥ indra jajñiṣe	maṃhiṣṭha indra jan
815	satrā viśvā svapatyāni dadhiṣe	satrā viśva su apatya dhā
815	satrā tvam puruṣTuta	satrā tvad puruṣṭuta
815	ekaḥ vṛtrāṇi tośase	eka vṛtra tuś
815	na anyaḥ indrāt karaṇam bhūyaḥ invati	na anya indra karaṇa bhūyas inv
815	yat indra manmaśaḥ tvā	yat indra manmaśas tva
815	nānā havante ūtaye	nānā hvā ūti
815	asmākebhiḥ nṛbhiḥ atrā svar jaya	asmāka nṛ atra svar ji
815	aram kṣayāya naḥ mahe	aram kṣaya mad mah
815	viśvā rūpāṇi āviśan	viśva rūpa āviś
815	indram jaitrāya harṣayā śacīpatim	indra jaitra harṣay śacīpati
 ---
816	pra samrājam carṣaṇīnām	pra samrāj carṣaṇi
816	indram stotā navyam gīrbhiḥ	indra stu navya gir
816	naram nṛṣāham maṁhiṣTham	nṛ nṛṣāh maṃhiṣṭha
816	yasmin ukthāni raṇyanti	yad uktha ran
816	viśvāni ca śravasyā	viśva ca śravasya
816	apām avaḥ na samudre	ap avas na samudra
816	tam suṣTutyā ā vivāse	tad suṣṭuti vivās
816	jyeṣTharājam bhare kṛtnum	jyeṣṭha rāj bhara kṛtnu
816	mahaḥ vājinam sanibhyaḥ	mahas vājin sani
816	yasya anūnāḥ gabhīrāḥ	yad anūna gabhīra
816	madāḥ uravaḥ tarutrāḥ	mada uru tarutra
816	harṣumantaḥ śūrasātau	harṣumat śūrasāti
816	tam it dhaneṣu hiteṣu	tad id dhana dhā
816	adhivākāya havante	adhivāka hvā
816	yeṣām indraḥ te jayanti	yad indra tad ji
816	tam it cyautnaiḥ āryanti	tad id cyautna ār
816	tam kṛtebhiḥ carṣaṇayaḥ	tad kṛta carṣaṇi
816	eṣaḥ indraḥ varivaskṛt	etad indra varivaskṛt
816	indraḥ brahmā indraḥ ṛṣiḥ	indra brahman indra ṛṣi
816	indraḥ purū puruhūtaḥ	indra puru puruhūta
816	mahān mahībhiḥ śacībhiḥ	mahat mah śacī
816	sa stomyaḥ sa havyaḥ	tad stomya tad hvā
816	satyaḥ satvā tuvikūrmiḥ	satya satvan tuvikūrmi
816	ekaḥ cit san abhibhūtiḥ	eka cit as abhibhūti
816	tam arkebhiḥ tam sāmabhiḥ	tad arka tad sāman
816	tam gāyatraiḥ carṣaṇayaḥ	tad gāyatra carṣaṇi
816	indram vardhanti kṣitayaḥ	indra vṛdh kṣiti
816	praṇetāram vasyaḥ acchā	praṇetṛ vasyas acchā
816	kartāram jyotiḥ samatsu	kartṛ jyotis samad
816	sāsahvāṁsam yudhā amitrān	sah yudh amitra
816	sa naḥ papriḥ pārayāti	tad mad papri pāray
816	svasti nāvā puruhūtaḥ	svasti nau puruhūta
816	indraḥ viśvāḥ ati dviṣaḥ	indra viśva ati dviṣ
816	sa tvam naḥ indra vājebhiḥ	tad tvad mad indra vāja
816	daśasyā ca gātuyā ca	daśasy ca gātuy ca
816	acchā ca naḥ sumnam neṣi	acchā ca mad sumna nī
 ---
817	ā yāhi suṣumā hi te	ā yā su hi tvad
817	indra somam pibā imam	indra soma pā idam
817	ā idam barhiḥ sadaḥ mama	ā idam barhis sad mad
817	ā tvā brahmayujā harī	ā tvad brahman yuj hari
817	vahatām indra keśinā	vah indra keśin
817	upa brahmāṇi naḥ śṛṇu	upa brahman mad śru
817	brahmāṇaḥ tvā vayam yujā	brahman tvad mad yuj
817	somapām indra sominaḥ	soma pā indra somin
817	sutāvantaḥ havāmahe	sutāvat hvā
817	ā naḥ yāhi sutāvataḥ	ā mad yā sutāvat
817	asmākam suṣTutīḥ upa	mad suṣṭuti upa
817	pibā su śiprin andhasaḥ	pā su śiprin andhas
817	ā te siñcāmi kukṣyoḥ	ā tvad sic kukṣi
817	anu gātrā vi dhāvatu	anu gātra vi dhāv
817	gṛbhāya jihvayā madhu	gṛbhāy jihvā madhu
817	svāduḥ te astu saṁsude	svādu tvad as saṃsvad
817	madhumān tanve tava	madhumat tanū tvad
817	somaḥ śam astu te hṛde	soma śam as tvad hṛd
817	ayam u tvā vicarṣaṇe	idam u tvad vicarṣaṇi
817	janīḥ iva abhi saṁvṛtaḥ	jani iva abhi saṃvṛ
817	pra somaḥ indra sarpatu	pra soma indra sṛp
817	tuvigrīvaḥ vapodaraḥ	tuvi grīvā vapā udara
817	subāhuḥ andhasaḥ made	su bāhu andhas mada
817	indraḥ vṛtrāṇi jighnate	indra vṛtra han
817	indra pra ihi puraḥ tvam	indra pre puras tvad
817	viśvasya īśānaḥ ojasā	viśva īś ojas
817	vṛtrāṇi vṛtrahan jahi	vṛtra vṛtrahan han
817	dīrghaḥ te astu aṅkuśaḥ	dīrgha tvad as aṅkuśa
817	yenā vasu prayacchasi	yad vasu prayam
817	yajamānāya sunvate	yaj su
817	ayam te indra somaḥ	idam tvad indra soma
817	nipūtaḥ adhi barhiṣi	nipū adhi barhis
817	ā ihi īm asya dravā piba	e īṃ idam dru pā
817	śācigo śācipūjana	śācigu śācipūjana
817	ayam raṇāya te sutaḥ	idam raṇa tvad su
817	ākhaṇḍala pra hūyase	ākhaṇḍala pra hvā
817	yaḥ te śṛṅgavṛṣaḥ napāt	yad tvad śṛṅgavṛṣ napāt
817	praṇapāt kuṇḍapāyyaḥ	praṇapāt kuṇḍapāyya
817	ni asmin dadhre ā manaḥ	ni idam dhṛ ā manas
817	vāstoḥ pate dhruvā sthūṇā	vāstoṣpati dhruva sthūṇā
817	aṁsatram somyānām	aṃsatra somya
817	drapsaḥ bhettā purām śaśvatīnām	drapsa bhettṛ pur śaśvat
817	indraḥ munīnām sakhā	indra muni sakhi
817	pṛdākusānuḥ yajataḥ gaveṣaṇaḥ	pṛdākusānu yajata gaveṣaṇa
817	ekaḥ san abhi bhūyasaḥ	eka as abhi bhūyas
817	bhūrṇim aśvam nayat tujā puraḥ gṛbhā	bhūrṇi aśva nī tuj puras gṛbh
817	indram somasya pītaye	indra soma pīti
 ---
818	idam ha nūnam eṣām	idam ha nūnam idam
818	sumnam bhikṣeta martyaḥ	sumna bhikṣ martya
818	ādityānām apūrvyam	āditya apūrvya
818	savīmani	savīman
818	anarvāṇaḥ hi eṣām	anarvan hi idam
818	panthāḥ ādityānām	pathin āditya
818	adabdhāḥ santi pāyavaḥ	adabdha as pāyu
818	sugevṛdhaḥ	sugevṛdh
818	tat su naḥ savitā bhagaḥ	tad su mad savitṛ bhaga
818	varuṇaḥ mitraḥ aryamā	varuṇa mitra aryaman
818	śarma yacchantu saprathaḥ	śarman yam saprathas
818	yat īmahe	yad ī
818	devebhiḥ devi adite	deva devī aditi
818	ariṣTabharman ā gahi	ariṣṭa bharman ā gam
818	smat sūribhiḥ purupriye	smat sūri puru priya
818	suśarmabhiḥ	su śarman
818	te hi putrāsaḥ aditeḥ	tad hi putra aditi
818	viduḥ dveṣāṁsi yotave	vid dveṣas yu
818	aṁhoḥ cit urucakrayaḥ	aṃhu cit uru cakri
818	anehasaḥ	anehas
818	aditiḥ naḥ divā paśum	aditi mad div paśu
818	aditiḥ naktam advayāḥ	aditi nakta advayas
818	aditiḥ pātu aṁhasaḥ	aditi pā aṃhas
818	sadāvṛdhā	sadā vṛdha
818	uta syā naḥ divā matiḥ	uta tya mad div mati
818	aditiḥ ūtyā ā gamat	aditi ūti gam
818	sā śaṁtāti mayaḥ karat	tad śaṃtāti mayas kṛ
818	apa sridhaḥ	apa sridh
818	uta tyā daivyā bhiṣajā	uta tya daivya bhiṣaj
818	śam naḥ karataḥ aśvinā	śam mad kṛ aśvin
818	yuyuyātām itaḥ rapaḥ	yu itas rapas
818	apa sridhaḥ	apa sridh
818	śam agniḥ agnibhiḥ karat	śam agni agni kṛ
818	śam naḥ tapatu sūryaḥ	śam mad tap sūrya
818	śam vātaḥ vātu arapāḥ	śam vāta vā arapas
818	apa sridhaḥ	apa sridh
818	apa amīvām apa sridham	pā mīvā apa sridh
818	apa sedhata durmatim	apa sidh durmati
818	ādityāsaḥ yuyotanā naḥ aṁhasaḥ	āditya yu mad aṃhas
818	yuyotā śarum asmat ā	yu śaru mad
818	ādityāsaḥ uta amatim	āditya uta amati
818	ṛdhak dveṣaḥ kṛṇuta viśvavedasaḥ	ṛdhak dveṣas kṛ viśva vedas
818	tat su naḥ śarma yacchata	tad su mad śarman yam
818	ādityāḥ yat mumocati	āditya yad muc
818	enasvantam cit enasaḥ sudānavaḥ	enasvat cit enas sudānu
818	yaḥ naḥ kaḥ cit ririkṣati	yad mad kaścit ririkṣ
818	rakṣastvena martyaḥ	rakṣas tva martya
818	svaiḥ saḥ evaiḥ ririṣīṣTa yuḥ janaḥ	sva tad eva riṣ jana
818	sam it tam agham aśnavat	sam id tad agha aś
818	duḥśaṁsam martyam ripum	duḥśaṃsa martya ripu
818	yaḥ asmatrā durhaṇāvān upa dvayuḥ	yad asmatrā durhaṇāvat upa dvayu
818	pākatrā sthana devāḥ	pākatrā as deva
818	hṛtsu jānītha martyam	hṛd jñā martya
818	upa dvayum ca advayum ca vasavaḥ	upa dvayu ca advayu ca vasu
818	ā śarma parvatānām	ā śarman parvata
818	ā uta apām vṛṇīmahe	ā uta ap vṛ
818	dyāvākṣāmā āre asmat rapaḥ kṛtam	dyāvākṣam āre mad rapas kṛ
818	te naḥ bhadreṇa śarmaṇā	tad mad bhadra śarman
818	yuṣmākam nāvā vasavaḥ	tvad nau vasu
818	ati viśvāni duritā pipartana	ati viśva durita pṛ
818	tuce tanāya tat su naḥ	tuc tana tad su mad
818	drāghīyaḥ āyuḥ jīvase	drāghīyas āyus jīv
818	ādityāsaḥ sumahasaḥ kṛṇotana	āditya su mahas kṛ
818	yajñaḥ hīLaḥ vaḥ antaraḥ	yajña hīḍas tvad antara
818	ādityāḥ asti mṛLata	āditya as mṛḍ
818	yuṣme it vaḥ api smasi sajātye	tvad id tvad api as sajātya
818	bṛhat varūtham marutām	bṛhat varūtha marut
818	devam trātāram aśvinā	deva trātṛ aśvin
818	mitram īmahe varuṇam svastaye	mitra ī varuṇa svasti
818	anehaḥ mitra aryaman	anehas mitra aryaman
818	nṛvat varuṇa śaṁsyam	nṛvat varuṇa śaṃs
818	trivarūtham marutaḥ yanta naḥ chardiḥ	tri varūtha marut yam mad chardis
818	ye cit hi mṛtyubandhavaḥ	yad cit hi mṛtyu bandhu
818	ādityāḥ manavaḥ smasi	āditya manu as
818	pra sū naḥ āyuḥ jīvase tiretana	pra su mad āyus jīv tṛ
 ---
819	tam gūrdhayā svarṇaram	tad gūrdhay svarṇṛ
819	devāsaḥ devam aratim dadhanvire	deva deva arati dhanv
819	devatrā havyam ā ūhire	devatrā havya āvah
819	vibhūtarātim vipra citraśociṣam	vibhūta rāti vipra citra śocis
819	agnim īLiṣva yanturam	agni īḍ yantur
819	asya medhasya somyasya sobhare	idam medha somya sobhari
819	pra īm adhvarāya pūrvyam	pra īṃ adhvara pūrvya
819	yajiṣTham tvā vavṛmahe	yajiṣṭha tvad vṛ
819	devam devatrā hotāram amartyam	deva devatrā hotṛ amartya
819	asya yajñasya sukratum	idam yajña sukratu
819	ūrjaḥ napātam subhagam sudīditim	ūrj napāt subhaga su dīditi
819	agnim śreṣThaśociṣam	agni śreṣṭha śocis
819	sa naḥ mitrasya varuṇasya sa u apām	tad mad mitra varuṇa tad ap
819	ā sumnam yakṣate divi	ā sumna yaj div
819	yaḥ samidhā yaḥ āhutī	yad samidh yad āhuti
819	yaḥ vedena dadāśa martaḥ agnaye	yad veda dāś marta agni
819	yaḥ namasā svadhvaraḥ	yad namas su adhvara
819	tasya it arvantaḥ raṁhayante āśavaḥ	tad id arvant raṃhay āśu
819	tasya dyumnitamam yaśaḥ	tad dyumnitama yaśas
819	na tam aṁhaḥ devakṛtam kutaḥ cana	na tad aṃhas deva kṛ kutaścana
819	na martyakṛtam naśat	na martya kṛ naś
819	svagnayaḥ vaḥ agnibhiḥ	su agni tvad agni
819	syāma sūno sahasaḥ ūrjām pate	as sūnu sahas ūrj pati
819	suvīraḥ tvam asmayuḥ	su vīra tvad asmayu
819	praśaṁsamānaḥ atithiḥ na mitriyaḥ	praśaṃs atithi na mitriya
819	agniḥ rathaḥ na vedyaḥ	agni ratha na vid
819	tve kṣemāsaḥ api santi sādhavaḥ	tvad kṣema api as sādhu
819	tvam rājā rayīṇām	tvad rājan rayi
819	saḥ addhā dāśvadhvaraḥ	tad addhā dāśu adhvara
819	agne martaḥ subhaga sa praśaṁsyaḥ	agni marta subhaga tad praśaṃs
819	sa dhībhiḥ astu sanitā	tad dhī as san
819	yasya tvam ūrdhvaḥ adhvarāya tiṣThasi	yad tva ūrdhva adhvara sthā
819	kṣayadvīraḥ sa sādhate	kṣi vīra tad sādh
819	saḥ arvadbhiḥ sanitā sa vipanyubhiḥ	tad arvant san tad vipanyu
819	sa śūraiḥ sanitā kṛtam	tad śūra san kṛta
819	yasya agniḥ vapuḥ gṛhe	yad agni vapus gṛha
819	stomam canaḥ dadhīta viśvavāryaḥ	stoma canas dhā viśva vṛ
819	havyā vā veviṣat viṣaḥ	havya vā veviṣ viṣ
819	viprasya vā stuvataḥ sahasaḥ yaho	vipra vā stu sahas yahu
819	makṣūtamasya rātiṣu	makṣūtama rāti
819	avodevam uparimartyam kṛdhi	avodeva uparimartya kṛ
819	vaso vividuṣaḥ vacaḥ	vasu vid vacas
819	yaḥ agnim havyadātibhiḥ	yad agni havya dāti
819	namobhiḥ vā sudakṣam āvivāsati	namas vā su dakṣa āvivās
819	girā vā ajiraśociṣam	gir vā ajira śocis
819	samidhā yaḥ niśitī dāśat aditim	samidh yad niśiti dāś aditi
819	dhāmabhiḥ asya martyaḥ	dhāman idam martya
819	viśvā it sa dhībhiḥ subhagaḥ janān ati	viśva id tad dhī subhaga jana ati
819	dyumnaiḥ udnaḥ iva tāriṣat	dyumna udan iva tṛ
819	tat agne dyumnam ā bhara	tad agni dyumna ā bhṛ
819	yat sāsahat sadane kam cit atriṇam	yad sah sadana kaścit atrin
819	manyum janasya dūḍhyaḥ	manyu jana dūḍhī
819	yena caṣTe varuṇaḥ mitraḥ aryamā	yad cakṣ varuṇa mitra aryaman
819	yena nāsatyā bhagaḥ	yad nāsatya bhaga
819	vayam tat te śavasā gātuvittamāḥ	mad tad tvad śavas gātu vittama
819	indratvotāḥ vidhemahi	indra tvota vidh
819	te gha it agne svādhyaḥ	tad gha id agni svādhī
819	ye tvā vipra nidadhire nṛcakṣasam	yad tvad vipra nidhā nṛ cakṣas
819	viprāsaḥ deva sukratum	vipra deva sukratu
819	te it vedim subhaga te āhutim	tad id vedi subhaga tad āhuti
819	te sotum cakrire divi	tad sotu kṛ div
819	te it vājebhiḥ jigyuḥ mahat dhanam	tad id vāja ji mahat dhana
819	ye tve kāmam nyerire	yad tvad kāma nyer
819	bhadraḥ naḥ agniḥ āhutaḥ	bhadra mad agni āhu
819	bhadrā rātiḥ subhaga bhadraḥ adhvaraḥ	bhadra rāti subhaga bhadra adhvara
819	bhadrāḥ uta praśastayaḥ	bhadra uta praśasti
819	bhadram manaḥ kṛṇuṣva vṛtratūrye	bhadra manas kṛ vṛtratūrya
819	yenā samatsu sāsahaḥ	yad samad sah
819	ava sthirā tanuhi bhūri śardhatām	ava sthira tan bhūri śṛdh
819	vanemā te abhiṣTibhiḥ	van tvad abhiṣṭi
819	īLe girā manurhitam	īḍ gir manus dhā
819	yam devāḥ dūtam aratim nyerire	yad deva dūta arati nyer
819	yajiṣTham havyavāhanam	yajiṣṭha havyavāhana
819	tigmajambhāya taruṇāya rājate	tigma jambha taruṇa rāj
819	prayaḥ gāyasi agnaye	prayas gā agni
819	yaḥ piṁśate sūnṛtābhiḥ suvīryam	yad piś sūnṛtā su vīrya
819	agniḥ ghṛtebhiḥ āhutaḥ	agni ghṛta āhu
819	yadī ghṛtebhiḥ āhutaḥ	yadi ghṛta āhu
819	vāśīm agniḥ bharate ut ca ava ca	vāśī agni bhṛ ud ca ava ca
819	asuraḥ iva nirṇijam	asura iva nirṇij
819	yaḥ havyāni airayatā manurhitaḥ	yad havya īray manus dhā
819	devaḥ āsā sugandhinā	deva ās sugandhi
819	vivāsate vāryāṇi svadhvaraḥ	vivās vārya su adhvara
819	hotā devaḥ amartyaḥ	hotṛ deva amartya
819	yat agne martyaḥ tvam	yat agni martya tvad
819	syām aham mitramahaḥ amartyaḥ	as mad mitra mahat amartya
819	sahasaḥ sūno āhuta	sahas sūnu āhu
819	na tvā rāsīya abhiśastaye vaso	na tvad rā abhiśasti vasu
819	na pāpatvāya santya	na pāpa tva santya
819	na me stotā amatīvā na durhitaḥ	na mad stotṛ amatīvan na durhita
819	syāt agne na pāpayā	as agni na pāpa
819	pituḥ na putraḥ subhṛtaḥ duroṇe ā	pitṛ na putra su bhṛ duroṇa ā
